"PassengerId"	"Survived"	"Pclass"	"Sex"	"Age"	"SibSp"	"Parch"	"Fare"
"574"	574	1	3	"1"	NA	0	0	7.75
"575"	575	0	3	"0"	16	0	0	8.05
"576"	576	0	3	"0"	19	0	0	14.5
"577"	577	1	2	"1"	34	0	0	13
"578"	578	1	1	"1"	39	1	0	55.9
"579"	579	0	3	"1"	NA	1	0	14.4583
"580"	580	1	3	"0"	32	0	0	7.925
"581"	581	1	2	"1"	25	1	1	30
"582"	582	1	1	"1"	39	1	1	110.8833
"583"	583	0	2	"0"	54	0	0	26
"584"	584	0	1	"0"	36	0	0	40.125
"585"	585	0	3	"0"	NA	0	0	8.7125
"586"	586	1	1	"1"	18	0	2	79.65
"587"	587	0	2	"0"	47	0	0	15
"588"	588	1	1	"0"	60	1	1	79.2
"589"	589	0	3	"0"	22	0	0	8.05
"590"	590	0	3	"0"	NA	0	0	8.05
"591"	591	0	3	"0"	35	0	0	7.125
"592"	592	1	1	"1"	52	1	0	78.2667
"593"	593	0	3	"0"	47	0	0	7.25
"594"	594	0	3	"1"	NA	0	2	7.75
"595"	595	0	2	"0"	37	1	0	26
"596"	596	0	3	"0"	36	1	1	24.15
"597"	597	1	2	"1"	NA	0	0	33
"598"	598	0	3	"0"	49	0	0	0
"599"	599	0	3	"0"	NA	0	0	7.225
"600"	600	1	1	"0"	49	1	0	56.9292
"601"	601	1	2	"1"	24	2	1	27
"602"	602	0	3	"0"	NA	0	0	7.8958
"603"	603	0	1	"0"	NA	0	0	42.4
"604"	604	0	3	"0"	44	0	0	8.05
"605"	605	1	1	"0"	35	0	0	26.55
"606"	606	0	3	"0"	36	1	0	15.55
"607"	607	0	3	"0"	30	0	0	7.8958
"608"	608	1	1	"0"	27	0	0	30.5
"609"	609	1	2	"1"	22	1	2	41.5792
"610"	610	1	1	"1"	40	0	0	153.4625
"611"	611	0	3	"1"	39	1	5	31.275
"612"	612	0	3	"0"	NA	0	0	7.05
"613"	613	1	3	"1"	NA	1	0	15.5
"614"	614	0	3	"0"	NA	0	0	7.75
"615"	615	0	3	"0"	35	0	0	8.05
"616"	616	1	2	"1"	24	1	2	65
"617"	617	0	3	"0"	34	1	1	14.4
"618"	618	0	3	"1"	26	1	0	16.1
"619"	619	1	2	"1"	4	2	1	39
"620"	620	0	2	"0"	26	0	0	10.5
"621"	621	0	3	"0"	27	1	0	14.4542
"622"	622	1	1	"0"	42	1	0	52.5542
"623"	623	1	3	"0"	20	1	1	15.7417
"624"	624	0	3	"0"	21	0	0	7.8542
"625"	625	0	3	"0"	21	0	0	16.1
"626"	626	0	1	"0"	61	0	0	32.3208
"627"	627	0	2	"0"	57	0	0	12.35
"628"	628	1	1	"1"	21	0	0	77.9583
"629"	629	0	3	"0"	26	0	0	7.8958
"630"	630	0	3	"0"	NA	0	0	7.7333
"631"	631	1	1	"0"	80	0	0	30
"632"	632	0	3	"0"	51	0	0	7.0542
"633"	633	1	1	"0"	32	0	0	30.5
"634"	634	0	1	"0"	NA	0	0	0
"635"	635	0	3	"1"	9	3	2	27.9
"636"	636	1	2	"1"	28	0	0	13
"637"	637	0	3	"0"	32	0	0	7.925
"638"	638	0	2	"0"	31	1	1	26.25
"639"	639	0	3	"1"	41	0	5	39.6875
"640"	640	0	3	"0"	NA	1	0	16.1
"641"	641	0	3	"0"	20	0	0	7.8542
"642"	642	1	1	"1"	24	0	0	69.3
"643"	643	0	3	"1"	2	3	2	27.9
"644"	644	1	3	"0"	NA	0	0	56.4958
"645"	645	1	3	"1"	0.75	2	1	19.2583
"646"	646	1	1	"0"	48	1	0	76.7292
"647"	647	0	3	"0"	19	0	0	7.8958
"648"	648	1	1	"0"	56	0	0	35.5
"649"	649	0	3	"0"	NA	0	0	7.55
"650"	650	1	3	"1"	23	0	0	7.55
"651"	651	0	3	"0"	NA	0	0	7.8958
"652"	652	1	2	"1"	18	0	1	23
"653"	653	0	3	"0"	21	0	0	8.4333
"654"	654	1	3	"1"	NA	0	0	7.8292
"655"	655	0	3	"1"	18	0	0	6.75
"656"	656	0	2	"0"	24	2	0	73.5
"657"	657	0	3	"0"	NA	0	0	7.8958
"658"	658	0	3	"1"	32	1	1	15.5
"659"	659	0	2	"0"	23	0	0	13
"660"	660	0	1	"0"	58	0	2	113.275
"661"	661	1	1	"0"	50	2	0	133.65
"662"	662	0	3	"0"	40	0	0	7.225
"663"	663	0	1	"0"	47	0	0	25.5875
"664"	664	0	3	"0"	36	0	0	7.4958
"665"	665	1	3	"0"	20	1	0	7.925
"666"	666	0	2	"0"	32	2	0	73.5
"667"	667	0	2	"0"	25	0	0	13
"668"	668	0	3	"0"	NA	0	0	7.775
"669"	669	0	3	"0"	43	0	0	8.05
"670"	670	1	1	"1"	NA	1	0	52
"671"	671	1	2	"1"	40	1	1	39
"672"	672	0	1	"0"	31	1	0	52
"673"	673	0	2	"0"	70	0	0	10.5
"674"	674	1	2	"0"	31	0	0	13
"675"	675	0	2	"0"	NA	0	0	0
"676"	676	0	3	"0"	18	0	0	7.775
"677"	677	0	3	"0"	24.5	0	0	8.05
"678"	678	1	3	"1"	18	0	0	9.8417
"679"	679	0	3	"1"	43	1	6	46.9
"680"	680	1	1	"0"	36	0	1	512.3292
"681"	681	0	3	"1"	NA	0	0	8.1375
"682"	682	1	1	"0"	27	0	0	76.7292
"683"	683	0	3	"0"	20	0	0	9.225
"684"	684	0	3	"0"	14	5	2	46.9
"685"	685	0	2	"0"	60	1	1	39
"686"	686	0	2	"0"	25	1	2	41.5792
"687"	687	0	3	"0"	14	4	1	39.6875
"688"	688	0	3	"0"	19	0	0	10.1708
"689"	689	0	3	"0"	18	0	0	7.7958
"690"	690	1	1	"1"	15	0	1	211.3375
"691"	691	1	1	"0"	31	1	0	57
"692"	692	1	3	"1"	4	0	1	13.4167
"693"	693	1	3	"0"	NA	0	0	56.4958
"694"	694	0	3	"0"	25	0	0	7.225
"695"	695	0	1	"0"	60	0	0	26.55
"696"	696	0	2	"0"	52	0	0	13.5
"697"	697	0	3	"0"	44	0	0	8.05
"698"	698	1	3	"1"	NA	0	0	7.7333
"699"	699	0	1	"0"	49	1	1	110.8833
"700"	700	0	3	"0"	42	0	0	7.65
"701"	701	1	1	"1"	18	1	0	227.525
"702"	702	1	1	"0"	35	0	0	26.2875
"703"	703	0	3	"1"	18	0	1	14.4542
"704"	704	0	3	"0"	25	0	0	7.7417
"705"	705	0	3	"0"	26	1	0	7.8542
"706"	706	0	2	"0"	39	0	0	26
"707"	707	1	2	"1"	45	0	0	13.5
"708"	708	1	1	"0"	42	0	0	26.2875
"709"	709	1	1	"1"	22	0	0	151.55
"710"	710	1	3	"0"	NA	1	1	15.2458
"711"	711	1	1	"1"	24	0	0	49.5042
"712"	712	0	1	"0"	NA	0	0	26.55
"713"	713	1	1	"0"	48	1	0	52
"714"	714	0	3	"0"	29	0	0	9.4833
"715"	715	0	2	"0"	52	0	0	13
"716"	716	0	3	"0"	19	0	0	7.65
"717"	717	1	1	"1"	38	0	0	227.525
"718"	718	1	2	"1"	27	0	0	10.5
"719"	719	0	3	"0"	NA	0	0	15.5
"720"	720	0	3	"0"	33	0	0	7.775
"721"	721	1	2	"1"	6	0	1	33
"722"	722	0	3	"0"	17	1	0	7.0542
"723"	723	0	2	"0"	34	0	0	13
"724"	724	0	2	"0"	50	0	0	13
"725"	725	1	1	"0"	27	1	0	53.1
"726"	726	0	3	"0"	20	0	0	8.6625
"727"	727	1	2	"1"	30	3	0	21
"728"	728	1	3	"1"	NA	0	0	7.7375
"729"	729	0	2	"0"	25	1	0	26
"730"	730	0	3	"1"	25	1	0	7.925
"731"	731	1	1	"1"	29	0	0	211.3375
"732"	732	0	3	"0"	11	0	0	18.7875
"733"	733	0	2	"0"	NA	0	0	0
"734"	734	0	2	"0"	23	0	0	13
"735"	735	0	2	"0"	23	0	0	13
"736"	736	0	3	"0"	28.5	0	0	16.1
"737"	737	0	3	"1"	48	1	3	34.375
"738"	738	1	1	"0"	35	0	0	512.3292
"739"	739	0	3	"0"	NA	0	0	7.8958
"740"	740	0	3	"0"	NA	0	0	7.8958
"741"	741	1	1	"0"	NA	0	0	30
"742"	742	0	1	"0"	36	1	0	78.85
"743"	743	1	1	"1"	21	2	2	262.375
"744"	744	0	3	"0"	24	1	0	16.1
"745"	745	1	3	"0"	31	0	0	7.925
"746"	746	0	1	"0"	70	1	1	71
"747"	747	0	3	"0"	16	1	1	20.25
"748"	748	1	2	"1"	30	0	0	13
"749"	749	0	1	"0"	19	1	0	53.1
"750"	750	0	3	"0"	31	0	0	7.75
"751"	751	1	2	"1"	4	1	1	23
"752"	752	1	3	"0"	6	0	1	12.475
"753"	753	0	3	"0"	33	0	0	9.5
"754"	754	0	3	"0"	23	0	0	7.8958
"755"	755	1	2	"1"	48	1	2	65
"756"	756	1	2	"0"	0.67	1	1	14.5
"757"	757	0	3	"0"	28	0	0	7.7958
"758"	758	0	2	"0"	18	0	0	11.5
"759"	759	0	3	"0"	34	0	0	8.05
"760"	760	1	1	"1"	33	0	0	86.5
"761"	761	0	3	"0"	NA	0	0	14.5
"762"	762	0	3	"0"	41	0	0	7.125
"763"	763	1	3	"0"	20	0	0	7.2292
"764"	764	1	1	"1"	36	1	2	120
"765"	765	0	3	"0"	16	0	0	7.775
"766"	766	1	1	"1"	51	1	0	77.9583
"767"	767	0	1	"0"	NA	0	0	39.6
"768"	768	0	3	"1"	30.5	0	0	7.75
"769"	769	0	3	"0"	NA	1	0	24.15
"770"	770	0	3	"0"	32	0	0	8.3625
"771"	771	0	3	"0"	24	0	0	9.5
"772"	772	0	3	"0"	48	0	0	7.8542
"773"	773	0	2	"1"	57	0	0	10.5
"774"	774	0	3	"0"	NA	0	0	7.225
"775"	775	1	2	"1"	54	1	3	23
"776"	776	0	3	"0"	18	0	0	7.75
"777"	777	0	3	"0"	NA	0	0	7.75
"778"	778	1	3	"1"	5	0	0	12.475
"779"	779	0	3	"0"	NA	0	0	7.7375
"780"	780	1	1	"1"	43	0	1	211.3375
"781"	781	1	3	"1"	13	0	0	7.2292
"782"	782	1	1	"1"	17	1	0	57
"783"	783	0	1	"0"	29	0	0	30
"784"	784	0	3	"0"	NA	1	2	23.45
"785"	785	0	3	"0"	25	0	0	7.05
"786"	786	0	3	"0"	25	0	0	7.25
"787"	787	1	3	"1"	18	0	0	7.4958
"788"	788	0	3	"0"	8	4	1	29.125
"789"	789	1	3	"0"	1	1	2	20.575
"790"	790	0	1	"0"	46	0	0	79.2
"791"	791	0	3	"0"	NA	0	0	7.75
"792"	792	0	2	"0"	16	0	0	26
"793"	793	0	3	"1"	NA	8	2	69.55
"794"	794	0	1	"0"	NA	0	0	30.6958
"795"	795	0	3	"0"	25	0	0	7.8958
"796"	796	0	2	"0"	39	0	0	13
"797"	797	1	1	"1"	49	0	0	25.9292
"798"	798	1	3	"1"	31	0	0	8.6833
"799"	799	0	3	"0"	30	0	0	7.2292
"800"	800	0	3	"1"	30	1	1	24.15
"801"	801	0	2	"0"	34	0	0	13
"802"	802	1	2	"1"	31	1	1	26.25
"803"	803	1	1	"0"	11	1	2	120
"804"	804	1	3	"0"	0.42	0	1	8.5167
"805"	805	1	3	"0"	27	0	0	6.975
"806"	806	0	3	"0"	31	0	0	7.775
"807"	807	0	1	"0"	39	0	0	0
"808"	808	0	3	"1"	18	0	0	7.775
"809"	809	0	2	"0"	39	0	0	13
"810"	810	1	1	"1"	33	1	0	53.1
"811"	811	0	3	"0"	26	0	0	7.8875
"812"	812	0	3	"0"	39	0	0	24.15
"813"	813	0	2	"0"	35	0	0	10.5
"814"	814	0	3	"1"	6	4	2	31.275
"815"	815	0	3	"0"	30.5	0	0	8.05
"816"	816	0	1	"0"	NA	0	0	0
"817"	817	0	3	"1"	23	0	0	7.925
"818"	818	0	2	"0"	31	1	1	37.0042
"819"	819	0	3	"0"	43	0	0	6.45
"820"	820	0	3	"0"	10	3	2	27.9
"821"	821	1	1	"1"	52	1	1	93.5
"822"	822	1	3	"0"	27	0	0	8.6625
"823"	823	0	1	"0"	38	0	0	0
"824"	824	1	3	"1"	27	0	1	12.475
"825"	825	0	3	"0"	2	4	1	39.6875
"826"	826	0	3	"0"	NA	0	0	6.95
"827"	827	0	3	"0"	NA	0	0	56.4958
"828"	828	1	2	"0"	1	0	2	37.0042
"829"	829	1	3	"0"	NA	0	0	7.75
"830"	830	1	1	"1"	62	0	0	80
"831"	831	1	3	"1"	15	1	0	14.4542
"832"	832	1	2	"0"	0.83	1	1	18.75
"833"	833	0	3	"0"	NA	0	0	7.2292
"834"	834	0	3	"0"	23	0	0	7.8542
"835"	835	0	3	"0"	18	0	0	8.3
"836"	836	1	1	"1"	39	1	1	83.1583
"837"	837	0	3	"0"	21	0	0	8.6625
"838"	838	0	3	"0"	NA	0	0	8.05
"839"	839	1	3	"0"	32	0	0	56.4958
"840"	840	1	1	"0"	NA	0	0	29.7
"841"	841	0	3	"0"	20	0	0	7.925
"842"	842	0	2	"0"	16	0	0	10.5
"843"	843	1	1	"1"	30	0	0	31
"844"	844	0	3	"0"	34.5	0	0	6.4375
"845"	845	0	3	"0"	17	0	0	8.6625
"846"	846	0	3	"0"	42	0	0	7.55
"847"	847	0	3	"0"	NA	8	2	69.55
"848"	848	0	3	"0"	35	0	0	7.8958
"849"	849	0	2	"0"	28	0	1	33
"850"	850	1	1	"1"	NA	1	0	89.1042
"851"	851	0	3	"0"	4	4	2	31.275
"852"	852	0	3	"0"	74	0	0	7.775
"853"	853	0	3	"1"	9	1	1	15.2458
"854"	854	1	1	"1"	16	0	1	39.4
"855"	855	0	2	"1"	44	1	0	26
"856"	856	1	3	"1"	18	0	1	9.35
"857"	857	1	1	"1"	45	1	1	164.8667
"858"	858	1	1	"0"	51	0	0	26.55
"859"	859	1	3	"1"	24	0	3	19.2583
"860"	860	0	3	"0"	NA	0	0	7.2292
"861"	861	0	3	"0"	41	2	0	14.1083
"862"	862	0	2	"0"	21	1	0	11.5
"863"	863	1	1	"1"	48	0	0	25.9292
"864"	864	0	3	"1"	NA	8	2	69.55
"865"	865	0	2	"0"	24	0	0	13
"866"	866	1	2	"1"	42	0	0	13
"867"	867	1	2	"1"	27	1	0	13.8583
"868"	868	0	1	"0"	31	0	0	50.4958
"869"	869	0	3	"0"	NA	0	0	9.5
"870"	870	1	3	"0"	4	1	1	11.1333
"871"	871	0	3	"0"	26	0	0	7.8958
"872"	872	1	1	"1"	47	1	1	52.5542
"873"	873	0	1	"0"	33	0	0	5
"874"	874	0	3	"0"	47	0	0	9
"875"	875	1	2	"1"	28	1	0	24
"876"	876	1	3	"1"	15	0	0	7.225
"877"	877	0	3	"0"	20	0	0	9.8458
"878"	878	0	3	"0"	19	0	0	7.8958
"879"	879	0	3	"0"	NA	0	0	7.8958
"880"	880	1	1	"1"	56	0	1	83.1583
"881"	881	1	2	"1"	25	0	1	26
"882"	882	0	3	"0"	33	0	0	7.8958
"883"	883	0	3	"1"	22	0	0	10.5167
"884"	884	0	2	"0"	28	0	0	10.5
"885"	885	0	3	"0"	25	0	0	7.05
"886"	886	0	3	"1"	39	0	5	29.125
"887"	887	0	2	"0"	27	0	0	13
"888"	888	1	1	"1"	19	0	0	30
"889"	889	0	3	"1"	NA	1	2	23.45
"890"	890	1	1	"0"	26	0	0	30
"891"	891	0	3	"0"	32	0	0	7.75
